product_name,eco_score,eco_signal,organic_badge,lang_da,green_words,category,labels_tags,languages_tags,countries_tags
Økoligisk Havre Drink,B,1,1,1,0,Oat-based drinks,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:it-bio-009",<na>,en:denmark
Økologisk Himbær Marmelade,,0,0,1,1,Plant-based foods,,<na>,en:denmark
Økologisk tomat juice,,0,0,1,1,Tomato juices,,<na>,en:denmark
Solsikke rugbrød,,0,0,1,0,unknown,,<na>,en:denmark
Blandade kakor,C,0,0,0,0,da:småkager,,<na>,en:denmark
Fusilli,,0,0,0,0,es:Fusilli de trigo duro,"en:vegetarian,en:vegan,en:made-in-italy,en:nutriscore,en:nutriscore-grade-a",<na>,"en:denmark,en:france,en:germany"
Панирани лучени кръгчета,,0,0,0,0,Breaded onion rings,"en:vegetarian,en:vegan",<na>,"en:bulgaria,en:czech-republic,en:denmark,en:france,en:germany"
Thin Crisp,,0,0,0,0,Crispbreads,,<na>,"en:denmark,en:netherlands,en:sweden"
Muesli Bars Chocolate & Banana,A,1,0,0,0,Banana cereal bars,"en:fair-trade,en:vegetarian,en:fairtrade-international,en:source-of-fibre,en:sustainable-farming,en:fsc,en:fsc-mix,en:nutriscore,en:nutriscore-grade-d,en:utz-certified,en:utz-certified-cocoa",<na>,"en:bulgaria,en:denmark,en:france,en:germany,en:poland,en:united-kingdom"
Stege- og bagemargarine,,0,0,0,0,Vegetable fats,en:made-in-denmark,<na>,en:denmark
Yogurt Mixed Berries,B,1,0,0,0,Yogurts,,<na>,en:denmark
Pâté de sardinha,,0,0,0,0,es:pates-de-origen-animal,,<na>,"en:croatia,en:denmark,en:france,en:spain"
Triple taste ice cream,A,1,0,0,0,Ice cream tubs,"en:fair-trade,en:sustainable-farming,en:fairtrade-cocoa,en:rainforest-alliance,en:utz-certified,en:utz-certified-cocoa",<na>,"en:croatia,en:denmark,en:finland,en:hungary,en:romania,en:slovenia,en:sweden"
long grain easy cook rice,E,0,0,0,0,Parboiled white rices,"en:nutriscore,en:nutriscore-grade-a",<na>,"en:denmark,en:germany"
Vita D'or Plant Margarine 60% Fat,B,1,0,0,0,Margarines,,<na>,en:denmark
Havregryn,,0,0,1,0,da:havre-gryn,,<na>,en:denmark
Finvalsefe Havregryn,A,1,0,1,0,Rolled oats,"en:vegetarian,en:vegan,en:nutriscore,en:nutriscore-grade-b",<na>,en:denmark
Tarteletter,,0,0,0,0,unknown,,<na>,en:denmark
Leverpostej Fra Lidl,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingebryst,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingepølser,,0,0,1,0,unknown,,<na>,en:denmark
Smørbar,,0,0,1,0,unknown,,<na>,en:denmark
Fiskefrikadeller,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Bacon Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Hvidløgspaté,,0,0,1,0,unknown,,<na>,en:denmark
Salt Coarse,,0,0,0,0,da:mineral,"en:nutriscore,en:nutriscore-grade-a",<na>,en:denmark
klassisk morneysouce,,0,0,0,0,da:morneysovs,,<na>,en:denmark
Saltkød,,0,0,1,0,unknown,,<na>,en:denmark
Combino Spaghetti Integrali Vollkorn,,0,0,0,0,Whole-wheat-spaghetti,,<na>,"en:austria,en:croatia,en:denmark,en:finland,en:france,en:ireland,en:lithuania,en:sweden"
Øko lager eddike,B,1,0,1,0,Vinegars,,<na>,en:denmark
Frilandsæg,,0,0,1,0,unknown,,<na>,en:denmark
Middags frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Kød- Og Melboller,,0,0,1,0,unknown,,<na>,en:denmark
Danbo 45+ Ost,,0,0,0,0,unknown,,<na>,en:denmark
Kødbollet,,0,0,1,0,unknown,,<na>,en:denmark
Danbo Mellemlagret,C,0,0,0,0,bg:Данбо,en:pgi,<na>,en:denmark
Naturel Yoghurt,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Gammeldags Flæskesvær,,0,0,1,0,unknown,,<na>,en:denmark
Vollrohrzucker,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Choco Crisp Eis,A,1,1,0,0,Ice cream bars coated with chocolate,"en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:sustainable-farming,en:de-oko-003,en:green-dot,en:made-in-belgium,en:made-in-france,en:nutriscore,en:nutriscore-grade-c,en:utz-certified,en:utz-certified-cocoa",<na>,"en:bulgaria,en:croatia,en:denmark,en:estonia,en:finland,en:france,en:germany,en:latvia,en:lithuania,en:romania,en:serbia,en:slovenia,en:sweden"
Kalkun Underlår,,0,0,1,0,unknown,,<na>,en:denmark
Kalkun Minifilet Af Inderfilet,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Kalkun,,0,0,0,0,unknown,,<na>,en:denmark
Chicken Wings Hot,E,0,0,0,0,Chicken wings,,<na>,"en:denmark,en:germany"
Dumplings With Sauerkraut And Mushrooms,,0,0,0,0,unknown,,<na>,en:denmark
Spaghetti Carbonara,C,0,0,0,0,Spaghetti with carbonara,en:green-dot,<na>,"en:denmark,en:finland,en:portugal,en:spain,en:sweden"
Premium Baklawa 0% Added Sugar,,0,0,0,0,unknown,"en:no-artificial-flavors,en:no-preservatives,en:no-added-sugar",<na>,en:denmark
Frankfurter,,0,0,0,0,German sausages,,<na>,en:denmark
Wienerpølser,,0,0,1,0,unknown,,<na>,en:denmark
Flæskesteg,,0,0,1,0,unknown,,<na>,en:denmark
Flæskesteg,,0,0,1,0,unknown,,<na>,en:denmark
Flank Steak,,0,0,0,0,unknown,,<na>,en:denmark
Polsk Salami røget,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Grisekød,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Gris,,0,0,0,0,unknown,,<na>,en:denmark
Håndværkere,,0,0,1,0,unknown,,<na>,en:denmark
Pastilles With Chocolate,,0,0,0,0,unknown,,<na>,en:denmark
Caramel et biscuit,D,0,0,0,0,Caramels,"en:vegetarian,en:fair-trade,en:fairtrade-cocoa,fr:triman",<na>,"en:denmark,en:finland,en:france,en:germany,en:greece,en:italy,en:poland,en:sweden"
Hvedemel,,0,0,0,0,unknown,,<na>,en:denmark
Sønderjysk Salami,E,0,0,1,0,Salami Danish-style,,<na>,en:denmark
Peber Salami,,0,0,0,0,unknown,,<na>,en:denmark
Corn flakes 850g,D,0,0,0,0,Corn flakes,"en:german-agricultural-society,en:gold-medal-of-the-german-agricultural-society,en:2018-gold-medal-of-the-german-agricultural-society,en:made-in-germany",<na>,"en:denmark,en:germany,en:switzerland"
Skrabeæg M/L,,0,0,1,0,unknown,,<na>,en:denmark
Røget Mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
Cocktailpølser,,0,0,1,0,unknown,,<na>,en:denmark
Frugtsmag Pastiller,,0,0,1,0,unknown,,<na>,en:denmark
Olives,,0,0,0,0,unknown,,<na>,en:denmark
Flæskesteg,,0,0,1,0,unknown,,<na>,en:denmark
fuldkorns krydderboller,,0,0,0,0,Bread rolls,en:keyhole,<na>,en:denmark
Kammerjunkere,C,0,0,0,0,da:småkage,en:dansk-produceret,<na>,en:denmark
BBQ Marinerede Kyllingespyd,,0,0,0,0,unknown,,<na>,en:denmark
Æbleskiver,,0,0,1,0,unknown,,<na>,en:denmark
Cola Zero Sugar,,0,0,0,0,unknown,,<na>,en:denmark
Biere perlenbacher,D,0,0,0,0,Beers,,<na>,en:denmark
grill pandepølser,,0,0,1,0,unknown,,<na>,en:denmark
Deliziosa prosciutto,D,0,0,0,0,Frozen pizzas,en:made-in-germany,<na>,"en:denmark,en:spain"
Parmigiano Reggiano,D,0,0,0,0,Parmigiano-Reggiano,"en:made-in-italy,en:pdo",<na>,"en:croatia,en:czech-republic,en:denmark,en:france,en:germany,en:serbia,en:slovakia,en:slovenia,en:switzerland"
Æg - Øko,,0,0,1,0,unknown,,<na>,en:denmark
øko salatost,,0,1,1,0,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Hotdog Brød,,0,0,1,0,unknown,,<na>,en:denmark
Bacontern,,0,0,0,0,unknown,,<na>,en:denmark
White Asparagus,,0,0,0,0,unknown,,<na>,en:denmark
Flæskesvær,,0,0,1,0,unknown,,<na>,en:denmark
Roastbeef,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk smør,C,0,1,1,1,Butters,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Tern Salatost 45+ 18%,,0,0,0,0,unknown,,<na>,en:denmark
Quarkbällchen,,0,0,0,0,Pastries,,<na>,"en:denmark,en:germany"
Cola Zero Sugar,,0,0,0,0,unknown,,<na>,en:denmark
Chicken Popcorn,,0,0,0,0,unknown,,<na>,en:denmark
Apfelstrudel,A,1,0,0,0,da:rosiner,"en:vegetarian,da:fremstillet-i-østrig",<na>,"en:denmark,en:france,en:germany,en:italy,en:spain"
Letmælk 1.5%,B,1,0,1,0,Semi-skimmed milks,"da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-1-hjerte,en:nutriscore,en:nutriscore-grade-b",<na>,en:denmark
Engvang Sød Mælk 3.5 %,B,1,0,1,0,Homogenized milks,"da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-1-hjerte,en:made-in-denmark",<na>,en:denmark
Dip Mix,,0,0,0,0,unknown,,<na>,en:denmark
Leverpostej med Fløde Og Æble,,0,0,1,0,unknown,,<na>,en:denmark
Minimælk,D,0,0,1,0,Skimmed milks,"en:fsc,en:fsc-mix",<na>,en:denmark
15 danske skrabeæg,C,0,0,1,0,Eggs,"en:made-in-denmark,en:nutriscore,en:nutriscore-grade-a",<na>,en:denmark
Røget laks,,0,0,1,0,unknown,,<na>,en:denmark
Feta,E,0,0,0,0,Feta blocs,en:pdo,<na>,en:denmark
Scottish mature cheddar,,0,0,0,0,unknown,,<na>,en:denmark
Super Cono,A,1,0,0,0,Ice creams,"en:rainforest-alliance,en:rainforest-alliance-cocoa",<na>,"en:croatia,en:denmark,en:italy"
Trekorns stykker,,0,0,0,0,unknown,,<na>,en:denmark
Neo,C,0,0,0,0,Chocolate sandwich cookies,"en:sustainable-farming,en:utz-certified,en:utz-certified-cocoa",<na>,"en:denmark,en:finland,en:france,en:spain,en:sweden"
Allsorts,C,0,0,0,0,Liquorice candies,en:made-in-netherlands,<na>,"en:denmark,en:finland,en:france,en:sweden"
Tea — English Breakfast,A,1,0,0,0,Black teas,,<na>,en:denmark
Dumplings med kvark fyld,,0,0,0,0,unknown,,<na>,en:denmark
Grønlands Rejer,,0,0,1,0,unknown,,<na>,en:denmark
Salsa piccante con jalapenos,,0,0,0,0,Groceries,,<na>,en:denmark
Custard cakes,,0,0,0,0,unknown,,<na>,en:denmark
Øko Koldskål med Citron og Vanilje,,0,0,1,0,unknown,,<na>,en:denmark
6 Øko Danske Æg,,0,0,1,0,unknown,,<na>,en:denmark
Flødehavarti 60+,,0,0,1,0,unknown,,<na>,en:denmark
Rullepølse,,0,0,1,0,unknown,,<na>,en:denmark
Pære/Banan Yoghurt (1.4%),,0,0,1,0,unknown,,<na>,en:denmark
Walz-Mühle,,0,0,0,0,unknown,,<na>,en:denmark
Øko Dansk Letmælk,C,0,1,1,0,Milks,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
"Øko Sødmælk 3,5% Fedt",,0,0,1,0,unknown,,<na>,en:denmark
Koldrøger Regnbueørred,,0,0,1,0,unknown,,<na>,en:denmark
Pommes Frites,A,1,0,0,0,Frozen fries,"en:made-in-belgium,en:nutriscore,en:with-sunflower-oil",<na>,"en:denmark,en:finland,en:france,en:germany,en:sweden"
Oven cooked turkey breast,E,0,0,0,0,Cooked turkey breast slices,"en:no-gluten,en:made-in-germany,en:no-lactose",<na>,"en:bulgaria,en:denmark,en:france,en:germany"
økologisk rapsolie koldpresset,,0,1,1,1,Vegetable oils,"en:organic,en:eu-organic,en:keyhole,en:se-eko-01",<na>,en:denmark
Red kidney beans,,0,0,0,0,unknown,,<na>,en:denmark
Chickpeas in brine,,0,0,0,0,unknown,,<na>,en:denmark
Grillraket,,0,0,0,0,unknown,,<na>,en:denmark
Flanksteak,,0,0,0,0,unknown,,<na>,en:denmark
Flanksteak Oregano Og Hvidløg,,0,0,1,0,unknown,,<na>,en:denmark
Flanksteak,,0,0,0,0,unknown,,<na>,en:denmark
12 Chicken Nuggets,D,0,0,0,0,Chicken nuggets,en:made-in-germany,<na>,"en:bulgaria,en:denmark,en:finland,en:france,en:germany"
Flank Steak Rødvinsmarineret,,0,0,1,0,unknown,,<na>,en:denmark
Flanksteak (rødvinsmsrineret),,0,0,1,0,unknown,,<na>,en:denmark
Flanksteak Rødvinsmarineret,,0,0,1,0,unknown,,<na>,en:denmark
Grise Filet Med Hvidløg Og Chili,,0,0,1,0,unknown,,<na>,en:denmark
Mousse Choco,,0,0,0,0,unknown,,<na>,en:denmark
Печенье С Инжиром,,0,0,0,0,unknown,,<na>,en:denmark
Solomillo de cerdo,,0,0,0,0,unknown,,<na>,en:denmark
Steg Af Frilandsgris,,0,0,0,0,unknown,,<na>,en:denmark
Grillsteg Med Svær BBQ Marineret,,0,0,1,0,unknown,,<na>,en:denmark
Røget Bacon,,0,0,1,0,unknown,,<na>,en:denmark
Røget Bacon,,0,0,1,0,unknown,,<na>,en:denmark
Bulgursalat mit Tzaziki,,0,0,0,0,unknown,,<na>,en:denmark
Obstsalat,,0,0,0,0,unknown,,<na>,en:denmark
Salad Cheese,,0,0,0,0,unknown,,<na>,en:denmark
Roast Traditional Ham Slices,,0,0,0,0,unknown,,<na>,en:denmark
Roast Traditional Ham Slices,,0,0,0,0,unknown,,<na>,en:denmark
Ser kozi topiony wędzony,,0,0,0,0,unknown,,<na>,en:denmark
Blandet Saft C,,0,0,0,0,unknown,,<na>,en:denmark
Karsti Kūpināta Karbonāde Ar Ķimenēm,,0,0,0,0,unknown,,<na>,en:denmark
Lufttørret Skinke,,0,0,1,0,unknown,,<na>,en:denmark
Roast Traditional Ham Slices,,0,0,0,0,unknown,,<na>,en:denmark
Hvidløgsmarineret Flanksteak Af Okse,,0,0,1,0,unknown,,<na>,en:denmark
Flank Steak,,0,0,0,0,unknown,,<na>,en:denmark
Hvidløgsmarineret Flanksteak,,0,0,1,0,unknown,,<na>,en:denmark
Halfvolle koffiemelk,B,1,0,0,0,Cow milks,"en:fsc,en:fsc-mix",<na>,"en:denmark,en:netherlands"
Milsani jogging morango,B,1,0,0,0,Yogurts,,<na>,"en:denmark,en:poland,en:portugal,en:spain"
Nakkekoteletter,,0,0,0,0,unknown,,<na>,en:denmark
Gouda Mild,,0,0,0,0,unknown,,<na>,en:denmark
Piri Piri Sous Vide Kjúklingabringur,,0,0,0,0,unknown,,<na>,en:denmark
pechenie,,0,0,0,0,unknown,,<na>,en:denmark
"Fläskytterfilé, Mörmarinerad",,0,0,0,0,unknown,,<na>,en:denmark
Herregård 28%,,0,0,1,0,unknown,,<na>,en:denmark
Cheddar,,0,0,0,0,unknown,,<na>,en:denmark
Iskender Kebab,,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge Steak,,0,0,0,0,unknown,,<na>,en:denmark
Edamer,,0,0,0,0,unknown,,<na>,en:denmark
Grädda,,0,0,0,0,unknown,,<na>,en:denmark
Arla Svensk Ost Mellemlagret,D,0,0,0,0,Cheeses,,<na>,en:denmark
Hushållsost,,0,0,1,0,unknown,,<na>,en:denmark
Svensk Långlagrad Hårdost 12-15,,0,0,1,0,unknown,,<na>,en:denmark
Currywurst-sauce,A,1,0,0,0,Ketchup,,<na>,en:denmark
Ribbensteg,,0,0,0,0,unknown,,<na>,en:denmark
"Marinoitu porsaan kassler, lisätty vettä",,0,0,0,0,unknown,,<na>,en:denmark
Røget Hamburgerryg,,0,0,1,0,Hams,,<na>,en:denmark
Røget skinke,,0,0,1,0,unknown,,<na>,en:denmark
Nakkefilet Krydderurte Løg Marineret,,0,0,1,0,unknown,,<na>,en:denmark
Dansk Gris Mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
Ovnklar Flæskesteg,,0,0,1,0,unknown,,<na>,en:denmark
Dansk Okse Flanksteak Barbecuemarineret,,0,0,1,0,unknown,,<na>,en:denmark
Cuvette af dansk kalv,,0,0,1,0,unknown,,<na>,en:denmark
"Lammekølle Med Hvidløg/rosmarin (1,75kg)",,0,0,1,0,unknown,,<na>,en:denmark
Hamberryg Af Kalv,,0,0,0,0,unknown,,<na>,en:denmark
Dansk Ungkvæg Culotte,,0,0,1,0,unknown,,<na>,en:denmark
Kalvebod M BBQ Marinade,,0,0,0,0,unknown,,<na>,en:denmark
Steak af Kalvebod med BBQ Marinade,,0,0,0,0,unknown,,<na>,en:denmark
Flatsteak Hvidløg,,0,0,1,0,unknown,,<na>,en:denmark
Flatsteak Hvidløg,,0,0,1,0,unknown,,<na>,en:denmark
Rema 1000 Flank Steak,,0,0,0,0,unknown,,<na>,en:denmark
Multifrucht Saft,,0,0,0,0,unknown,,<na>,en:denmark
Ice Tea Ferskensmag,A,1,0,0,0,Sweetened beverages,,<na>,en:denmark
Kogt Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Flæskesteg,,0,0,1,0,unknown,,<na>,en:denmark
Tykstegsmedaljoner,,0,0,0,0,unknown,,<na>,en:denmark
Kogt Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Naturligt mineralvand,,0,0,0,0,Waters,,<na>,en:denmark
Øko olivenolie,,0,1,1,0,unknown,"en:organic,en:eu-organic,en:it-bio-006",<na>,en:denmark
Mayonnaise,,0,0,0,0,unknown,,<na>,en:denmark
Plante Margarine,,0,0,0,1,Plant-based foods,,<na>,en:denmark
Stenovns Ciabatta Stykker,,0,0,0,0,Breads,"en:vegetarian,en:made-in-germany",<na>,en:denmark
Club Sandwich,,0,0,0,0,unknown,,<na>,en:denmark
Skrabeæg,D,0,0,1,0,da:proteinkilde,en:made-in-denmark,<na>,en:denmark
Lasagne Plader,,0,0,0,0,unknown,,<na>,en:denmark
Rosiner,B,1,0,0,0,Raisins,,<na>,en:denmark
Mandler,E,0,0,0,0,Almonds,,<na>,en:denmark
Økologiske Rosiner,,0,0,1,1,Plant-based foods,,<na>,en:denmark
süssli,,0,0,0,0,Sugar substitutes,,<na>,en:denmark
Fiskefrikadeller,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Kettle cooked chips - sour cream and onion,,0,0,0,0,unknown,,<na>,en:denmark
Halve Ferskner,,0,0,0,0,unknown,,<na>,en:denmark
Mocca,,0,0,0,0,da:instant,"en:vegetarian,en:sustainable-farming,en:vegan,en:made-in-germany,en:utz-certified,da:instant-coffee",<na>,en:denmark
Digestive,D,0,0,0,0,Biscuits,"en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan",<na>,en:denmark
Kanelgifler,,0,0,0,0,unknown,,<na>,en:denmark
Pecorino,,0,0,0,1,unknown,,<na>,en:denmark
Choko mælkestænger,,0,0,1,0,unknown,,<na>,en:denmark
Muslibar choko-banan,,0,0,0,0,unknown,,<na>,en:denmark
Chocolat,,0,0,0,0,unknown,,<na>,en:denmark
Flanksteak,,0,0,0,0,unknown,,<na>,en:denmark
Rejer i lage,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Honey pops,,0,0,0,0,unknown,,<na>,en:denmark
Spareribs BBQ,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Tomatsauce,,0,0,1,1,Plant-based foods,,<na>,en:denmark
Økologisk ingefaer,A,1,1,1,1,Ginger,"en:organic,en:eu-organic,en:danish-state-controlled-organic,en:nl-bio-01",<na>,en:denmark
Økologiske Appelsiner,,0,0,1,1,Oranges,,<na>,en:denmark
Økologisk agurk,,0,1,1,1,unknown,"en:organic,en:eu-organic,en:es-eco-003-an,en:keyhole",<na>,en:denmark
Parmigiano Reggiano,D,0,0,0,0,Parmigiano-Reggiano,,<na>,en:denmark
Schweizisk Chili-ost,,0,0,0,0,unknown,,<na>,en:denmark
Mælkedessert,A,1,0,1,0,Refrigerated creamy puddings,,<na>,en:denmark
Mælkebøtte smørbart,,0,0,1,0,unknown,,<na>,en:denmark
Gwitterchäs Cheese,,0,0,0,0,unknown,,<na>,en:denmark
Gwitterchäs,,0,0,0,0,unknown,,<na>,en:denmark
Gouda ost,,0,0,0,0,unknown,,<na>,en:denmark
Hønse salat,,0,0,1,0,unknown,,<na>,en:denmark
Tun salat,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Limfjordsmuslinger,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
milsani,,0,0,0,0,unknown,,<na>,en:denmark
Edamer ost,,0,0,0,0,unknown,,<na>,en:denmark
Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Rullepølse,,0,0,1,0,unknown,,<na>,en:denmark
Rød salami,,0,0,1,0,unknown,,<na>,en:denmark
Oksecuvette,,0,0,0,0,unknown,,<na>,en:denmark
Kalveculotte Marineret,,0,0,0,0,unknown,,<na>,en:denmark
Culotte Marineret,,0,0,0,0,unknown,,<na>,en:denmark
Dansk kylling inderfilet,E,0,0,1,0,Chicken breasts,en:keyhole,<na>,en:denmark
Gyrus Rispande,,0,0,0,0,unknown,,<na>,en:denmark
Biksemad,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske Pomfritter,,0,0,1,1,unknown,,<na>,en:denmark
Frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Pizza Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Pizza Speciale,,0,0,0,0,unknown,,<na>,en:denmark
Kylling Cordon Bleu,E,0,0,0,0,Cordons bleus,,<na>,en:denmark
Isbåde,,0,0,1,0,unknown,,<na>,en:denmark
Grov Sandwich,,0,0,0,0,unknown,,<na>,en:denmark
Bondebrød,,0,0,1,0,unknown,,<na>,en:denmark
digestive,,0,0,0,0,unknown,,<na>,en:denmark
Grøn Sport,,0,0,1,0,Plastic,,<na>,en:denmark
Roget Laks,,0,0,0,0,Fish and meat and eggs,"en:responsible-aquaculture,en:responsible-aquaculture-asc",<na>,en:denmark
økologiske blåbær,C,0,0,1,1,Blueberries,,<na>,en:denmark
Hindbærroulade,,0,0,1,0,Cakes,,<na>,en:denmark
Toba elit,,0,0,0,0,unknown,,<na>,en:denmark
Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Lutscher aus Vollmilchschokolade,,0,0,0,0,Chocolates,"en:fair-trade,en:fairtrade-international,de:fairtrade-österreich",<na>,en:denmark
Vesterhavsost,,0,1,0,0,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Cookie Swirl,,0,0,0,0,unknown,,<na>,en:denmark
Sprød Kålblanding,,0,0,1,0,unknown,,<na>,en:denmark
Røget Laks,,0,0,1,0,unknown,,<na>,en:denmark
Kiełbasa Z serem,,0,0,0,0,unknown,,<na>,en:denmark
Krabask,,0,0,0,0,unknown,,<na>,en:denmark
Kiełbasa Śląska,,0,0,0,0,unknown,,<na>,en:denmark
Peanut Caramel,,0,0,0,0,unknown,,<na>,en:denmark
Tun I Vand,,0,0,0,0,unknown,,<na>,en:denmark
Sour Cream 9%,,0,0,0,0,unknown,,<na>,en:denmark
Sprøde Flæskesvær,,0,0,1,0,unknown,,<na>,en:denmark
Skyr,,0,0,1,0,unknown,,<na>,en:denmark
Crispy Chicken Strips,,0,0,0,0,unknown,,<na>,en:denmark
Rosiner,,0,0,0,0,unknown,,<na>,en:denmark
Orzechowa,,0,0,0,0,unknown,"en:nutriscore,en:pefc",<na>,en:denmark
Kingsway Ice Tea Peach,C,0,0,0,0,Sweetened beverages,,<na>,"en:denmark,en:sweden"
Gammel Knas,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingevinger,,0,0,0,0,unknown,,<na>,en:denmark
Филе Елена,,0,0,0,0,unknown,,<na>,en:denmark
Суджук Класик,,0,0,0,0,unknown,,<na>,en:denmark
Scamorza Treccia Affumicata,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
gavekort,,0,0,0,0,unknown,,<na>,en:denmark
Laks,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske Hvidløg,A,1,1,1,1,Garlic,"en:organic,en:eu-organic,en:es-eco-020-cv",<na>,en:denmark
Camembert,C,0,0,0,0,Camemberts from pasteurized cow milk,fr:triman,<na>,"en:denmark,en:france"
Petit Ecolier chocolat au lait,D,0,0,0,1,Biscuit with a milk chocolate bar covering,"en:green-dot,en:pure-cocoa-butter",<na>,"en:belgium,en:denmark,en:france,en:switzerland"
Salakis Herbes de Provence,C,0,0,0,0,Sheep's-milk cheeses,"en:fed-without-gmos,en:no-preservatives,en:eu-agriculture,en:french-milk,en:made-in-france,en:natural-flavors,fr:triman,fr:100-brebis",<na>,"en:belgium,en:denmark,en:france"
Cointreau,D,0,0,0,0,Liqueurs,"en:not-advised-for-specific-people,en:green-dot,en:not-advised-for-pregnant-women",<na>,"en:australia,en:belgium,en:denmark,en:france,en:germany,en:switzerland,en:united-kingdom"
Dÿon Originale,C,0,0,0,0,Groceries,en:no-gluten,<na>,"en:denmark,en:france,en:norway"
Lindt Excellence Milk Chocolate 100g,D,0,0,0,0,Chocolates with extra fine milk,en:made-in-france,<na>,"en:australia,en:denmark,en:finland,en:france,en:new-zealand,en:norway,en:sweden,en:united-kingdom"
70% chocolate,E,0,0,0,0,Extra fine dark chocolates,"en:vegetarian,en:vegan,en:green-dot,en:made-in-france",<na>,"en:australia,en:belgium,en:canada,en:czech-republic,en:denmark,en:estonia,en:france,en:germany,en:hungary,en:ireland,en:italy,en:lebanon,en:morocco,en:netherlands,en:portugal,en:serbia,en:spain,en:switzerland,en:united-kingdom"
Excellence 85% Cacao Rich Dark,E,0,0,0,0,Extra fine dark chocolates,"en:green-dot,en:made-in-france",<na>,"en:andorra,en:austria,en:belgium,en:bulgaria,en:denmark,en:france,en:germany,en:hungary,en:italy,en:morocco,en:netherlands,en:new-zealand,en:poland,en:portugal,en:romania,en:russia,en:spain,en:switzerland,en:united-kingdom"
Lindt Excellence Dark Orange Intense,D,0,0,0,0,Milk chocolates with almonds,"en:no-gluten,en:made-in-swiss",<na>,"en:austria,en:belgium,en:bolivia,en:czech-republic,en:denmark,en:estonia,en:france,en:hungary,en:italy,en:morocco,en:netherlands,en:poland,en:spain,en:switzerland,en:thailand,en:united-kingdom"
Excellence À la Pointe de Fleur de Sel Noir,E,0,0,0,0,Extra fine dark chocolates,,<na>,"en:belgium,en:denmark,en:france,en:germany,en:italy,en:netherlands,en:portugal,en:spain,en:switzerland,en:united-kingdom"
Excellence Noir Subtil Doux 70% Cacao,E,0,0,0,0,Extra fine dark chocolates,"en:made-in-swiss,fr:triman",<na>,"en:australia,en:austria,en:denmark,en:france,en:germany,en:morocco,en:new-zealand,en:spain,en:switzerland"
Port Salut Slices,B,1,1,0,0,Cheeses,"en:organic,en:eu-organic,en:dk-øko-100,en:green-dot",<na>,"en:denmark,en:france,en:united-kingdom"
Leerdammer L'Original 16 tranches,D,0,0,0,0,Sliced cheeses,en:high-in-calcium,<na>,"en:denmark,en:france"
Laughing cow cheese triangles,,0,0,0,0,unknown,en:no-preservatives,<na>,en:denmark
La Bache qui rit,,0,0,0,0,unknown,en:no-preservatives,<na>,en:denmark
Sardiner I Olivenolie Og Citronskal,,0,0,0,0,unknown,,<na>,en:denmark
Nul Alkoholfri Øl & Citrus,,0,0,1,0,unknown,,<na>,en:denmark
"1664 Blanc 0,0%",,0,0,0,0,da:alkoholfri-øl,,<na>,en:denmark
